what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1431073943361
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1431073943361
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1431073943361
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1431073943361
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1431073943361
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1431073943361
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1431073943371
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1431073943371
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1431073943371
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1431073943371
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1431073943371
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1431073943371
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1431073943371
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1431073943371
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1431073943371
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1431073943381
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1431073943381
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1431073943381
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.4.v201106210700,"org.eclipse.wst.common.emfworkbench.integration",1431073943381
started,bundle,org.eclipse.wst.common.frameworks,1.2.1.v201107271600,"org.eclipse.wst.common.frameworks",1431073943381
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1431073943381
started,bundle,org.eclipse.wst.web,1.1.403.v201103081400,"org.eclipse.wst.web",1431073943381
started,bundle,org.squashtest.ta.eclipse.squash-ta-eclipse-plugin,1.2.0.20130625-1435,"org.squashtest.ta.eclipse.squash-ta-eclipse-plugin",1431073943391
os,sysinfo,,,"win32",1431073943391
arch,sysinfo,,,"x86",1431073943391
ws,sysinfo,,,"win32",1431073943391
locale,sysinfo,,,"en_US",1431073943391
processors,sysinfo,,,"2",1431073943391
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1431073943391
java.runtime.version,sysinfo,,,"1.6.0-OpenSCG-Build-24-b1",1431073943391
java.specification.name,sysinfo,,,"Java Platform API Specification",1431073943391
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1431073943391
java.specification.version,sysinfo,,,"1.6",1431073943391
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1431073943391
java.version,sysinfo,,,"1.6.0-OpenSCG-Build-24",1431073943391
java.vm.info,sysinfo,,,"mixed mode",1431073943391
java.vm.name,sysinfo,,,"OpenJDK Client VM",1431073943391
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1431073943391
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1431073943391
java.vm.specification.version,sysinfo,,,"1.0",1431073943391
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1431073943391
java.vm.version,sysinfo,,,"20.0-b12",1431073943391
started,bundle,org.eclipse.m2e.usagedata,0.13.0.201105260005,"org.eclipse.m2e.usagedata",1431073943401
activated,view,org.squashtest.ta.eclipse.squash-ta-eclipse-plugin,1.2.0.20130625-1435,"org.squashtest.ta.eclipse.plugin.navigator",1431073945621
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073951920
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073972168
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431073981265
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431074004965
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1431074005207
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1431074005665
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1431074005675
stopped,bundle,org.eclipse.m2e.discovery,0.13.0.201105260005,"org.eclipse.m2e.discovery",1431074005865
stopped,bundle,org.eclipse.m2e.refactoring,0.13.0.201105260005,"org.eclipse.m2e.refactoring",1431074005865
stopped,bundle,org.eclipse.m2e.editor,0.13.0.201105260005,"org.eclipse.m2e.editor",1431074005905
